,spot,spotName,date,Ta,Rn(mm),Ws(m/s),Wd(16D),Hm(%),Pa(hPa),Ps(hPa),Ss(hr),Gsr(MJ/m2),Snow(cm),DpthFhsc(cm),Tca(10),CloudForm,Ts
2472,108,Seoul,2021-04-14 0:00,5.7,0.0,3.0,270.0,64,1007.3,1017.9,,,,,1.0,,6.2
2473,108,Seoul,2021-04-14 1:00,5.4,0.0,3.0,270.0,63,1007.7,1018.3,,,,,6.0,,5.7
2474,108,Seoul,2021-04-14 2:00,5.0,0.0,2.7,270.0,68,1007.8,1018.4,,,,,6.0,,5.4
2475,108,Seoul,2021-04-14 3:00,4.6,0.0,1.8,270.0,70,1007.8,1018.4,,,,,1.0,Ci,5.0
2476,108,Seoul,2021-04-14 4:00,3.9,0.0,1.4,290.0,72,1007.8,1018.4,,,,,0.0,,4.6
2477,108,Seoul,2021-04-14 5:00,3.4,0.0,1.2,270.0,74,1007.9,1018.6,,,,,0.0,,4.1
2478,108,Seoul,2021-04-14 6:00,3.4,0.0,1.7,290.0,75,1008.3,1019.0,0.0,0.0,,,1.0,Ci,3.8
2479,108,Seoul,2021-04-14 7:00,3.1,0.0,0.5,230.0,75,1008.7,1019.4,0.7,0.21,,,0.0,,4.4
2480,108,Seoul,2021-04-14 8:00,5.0,0.0,1.7,270.0,67,1009.4,1020.0,1.0,0.88,,,0.0,,8.7
2481,108,Seoul,2021-04-14 9:00,6.8,0.0,2.4,320.0,54,1009.9,1020.4,1.0,1.73,,,0.0,,15.2
2482,108,Seoul,2021-04-14 10:00,8.3,0.0,2.4,270.0,43,1009.6,1020.1,1.0,2.41,,,0.0,,19.9
2483,108,Seoul,2021-04-14 11:00,10.8,0.0,2.9,180.0,40,1009.3,1019.7,1.0,3.0,,,0.0,,23.8
2484,108,Seoul,2021-04-14 12:00,12.6,0.0,2.8,200.0,33,1008.6,1018.9,1.0,3.41,,,0.0,,26.7
2485,108,Seoul,2021-04-14 13:00,12.7,0.0,6.1,270.0,33,1008.0,1018.3,1.0,3.53,,,0.0,,25.9
2486,108,Seoul,2021-04-14 14:00,12.6,0.0,5.3,270.0,35,1008.0,1018.3,1.0,3.46,,,0.0,,25.7
2487,108,Seoul,2021-04-14 15:00,13.0,0.0,3.8,270.0,36,1008.2,1018.5,1.0,3.1,,,0.0,,24.6
2488,108,Seoul,2021-04-14 16:00,12.4,0.0,4.9,230.0,36,1008.1,1018.4,1.0,2.53,,,0.0,,20.9
2489,108,Seoul,2021-04-14 17:00,12.0,0.0,4.1,230.0,41,1008.0,1018.3,1.0,1.81,,,0.0,,15.4
2490,108,Seoul,2021-04-14 18:00,11.1,0.0,3.7,250.0,51,1008.4,1018.8,1.0,0.95,,,0.0,,12.5
2491,108,Seoul,2021-04-14 19:00,9.4,0.0,4.1,270.0,59,1008.2,1018.6,0.7,0.28,,,0.0,,10.3
2492,108,Seoul,2021-04-14 20:00,8.7,0.0,2.9,270.0,65,1008.5,1018.9,0.0,0.01,,,0.0,,9.0
2493,108,Seoul,2021-04-14 21:00,8.4,0.0,2.9,250.0,69,1009.5,1020.0,,,,,0.0,,8.4
2494,108,Seoul,2021-04-14 22:00,8.1,0.0,2.2,230.0,72,1010.0,1020.5,,,,,3.0,,7.9
2495,108,Seoul,2021-04-14 23:00,7.6,0.0,2.2,250.0,79,1009.8,1020.3,,,,,0.0,,7.5
2496,108,Seoul,2021-04-15 0:00,7.1,0.0,1.7,250.0,80,1009.7,1020.2,,,,,0.0,,7.1
2497,108,Seoul,2021-04-15 1:00,7.1,0.0,1.1,270.0,83,1010.0,1020.5,,,,,0.0,,6.8
2498,108,Seoul,2021-04-15 2:00,6.6,0.0,1.0,180.0,85,1009.6,1020.2,,,,,6.0,,6.4
2499,108,Seoul,2021-04-15 3:00,6.4,0.0,1.8,20.0,87,1009.2,1019.8,,,,,5.0,Sc,6.7
2500,108,Seoul,2021-04-15 4:00,6.7,0.0,1.7,90.0,86,1010.0,1020.6,,,,,8.0,Sc,7.2
2501,108,Seoul,2021-04-15 5:00,6.9,0.0,2.2,110.0,85,1009.7,1020.2,,,,,8.0,Sc,7.6
2502,108,Seoul,2021-04-15 6:00,6.9,0.0,2.4,140.0,83,1009.8,1020.3,0.0,0.0,,,9.0,ScCi,7.4
2503,108,Seoul,2021-04-15 7:00,7.0,0.0,2.4,110.0,81,1009.8,1020.3,0.0,0.12,,,8.0,ScCi,7.8
2504,108,Seoul,2021-04-15 8:00,7.8,0.0,2.3,140.0,77,1010.3,1020.8,0.5,0.54,,,7.0,ScCi,9.9
2505,108,Seoul,2021-04-15 9:00,9.4,0.0,1.8,110.0,71,1010.4,1020.8,0.9,1.32,,,7.0,Ci,15.1
2506,108,Seoul,2021-04-15 10:00,11.2,0.0,2.3,200.0,66,1010.9,1021.3,1.0,2.07,,,7.0,ScCi,19.6
2507,108,Seoul,2021-04-15 11:00,12.6,0.0,1.2,70.0,57,1010.3,1020.6,1.0,2.61,,,5.0,Ci,24.0
2508,108,Seoul,2021-04-15 12:00,14.8,0.0,2.3,180.0,53,1009.4,1019.6,1.0,3.3,,,3.0,Ci,28.0
2509,108,Seoul,2021-04-15 13:00,16.0,0.0,1.7,200.0,42,1008.6,1018.8,1.0,3.45,,,1.0,Ci,29.0
2510,108,Seoul,2021-04-15 14:00,17.0,0.0,2.4,230.0,32,1007.2,1017.3,1.0,3.34,,,2.0,Ci,28.9
2511,108,Seoul,2021-04-15 15:00,17.8,0.0,3.3,230.0,35,1006.4,1016.4,1.0,2.96,,,1.0,Ci,27.0
2512,108,Seoul,2021-04-15 16:00,17.7,0.0,3.1,270.0,40,1005.5,1015.5,1.0,2.29,,,4.0,Ci,24.0
2513,108,Seoul,2021-04-15 17:00,16.9,0.0,4.4,270.0,35,1005.4,1015.5,1.0,1.69,,,0.0,,18.5
2514,108,Seoul,2021-04-15 18:00,15.9,0.0,3.0,270.0,42,1005.3,1015.4,1.0,0.83,,,0.0,,15.4
2515,108,Seoul,2021-04-15 19:00,14.0,0.0,3.3,270.0,41,1005.7,1015.9,0.7,0.26,,,0.0,,12.7
2516,108,Seoul,2021-04-15 20:00,12.7,0.0,3.3,270.0,51,1005.7,1016.0,0.0,0.0,,,0.0,,11.2
2517,108,Seoul,2021-04-15 21:00,11.9,0.0,1.3,250.0,61,1006.1,1016.4,,,,,6.0,Ci,10.9
2518,108,Seoul,2021-04-15 22:00,10.9,0.0,1.3,230.0,64,1006.0,1016.4,,,,,6.0,,9.9
2519,108,Seoul,2021-04-15 23:00,10.3,0.0,1.4,270.0,64,1006.2,1016.6,,,,,6.0,,9.5
2520,108,Seoul,2021-04-16 0:00,10.0,0.0,1.2,270.0,66,1006.8,1017.2,,,,,8.0,,9.0
2521,108,Seoul,2021-04-16 1:00,9.8,0.0,0.5,20.0,64,1006.2,1016.6,,,,,5.0,,8.9
2522,108,Seoul,2021-04-16 2:00,10.6,0.0,2.0,160.0,47,1005.4,1015.8,,,,,10.0,,8.9
2523,108,Seoul,2021-04-16 3:00,10.6,0.0,1.5,200.0,49,1005.9,1016.3,,,,,8.0,Sc,9.1
2524,108,Seoul,2021-04-16 4:00,11.0,0.0,1.1,180.0,49,1005.4,1015.7,,,,,9.0,Sc,9.5
2525,108,Seoul,2021-04-16 5:00,11.1,0.0,1.6,180.0,50,1005.1,1015.4,,,,,10.0,ScAs,9.7
2526,108,Seoul,2021-04-16 6:00,11.0,0.0,1.5,200.0,57,1005.1,1015.4,0.0,0.0,,,10.0,ScAs,9.7
2527,108,Seoul,2021-04-16 7:00,11.2,0.0,2.8,160.0,55,1004.3,1014.6,0.1,0.18,,,8.0,Sc,10.2
2528,108,Seoul,2021-04-16 8:00,11.8,0.0,3.2,180.0,60,1004.5,1014.8,0.0,0.15,,,9.0,Sc,10.3
2529,108,Seoul,2021-04-16 9:00,12.1,0.0,2.4,180.0,61,1004.4,1014.7,0.0,0.18,,,10.0,ScAs,10.9
2530,108,Seoul,2021-04-16 10:00,12.1,0.0,4.9,180.0,66,1004.8,1015.1,0.0,0.13,,,10.0,ScAs,10.8
2531,108,Seoul,2021-04-16 11:00,11.1,0.0,4.3,200.0,84,1005.4,1015.7,0.0,0.18,,,10.0,StNs,11.2
2532,108,Seoul,2021-04-16 12:00,10.9,1.0,3.9,200.0,94,1005.0,1015.3,0.0,0.19,,,10.0,StNs,11.7
2533,108,Seoul,2021-04-16 13:00,11.0,0.0,3.3,200.0,93,1004.9,1015.2,0.0,0.26,,,10.0,ScAs,12.3
2534,108,Seoul,2021-04-16 14:00,11.6,0.0,2.8,230.0,89,1005.3,1015.6,0.0,0.54,,,8.0,Sc,14.8
2535,108,Seoul,2021-04-16 15:00,13.9,0.0,2.9,200.0,74,1004.9,1015.1,0.6,2.18,,,6.0,Sc,21.9
2536,108,Seoul,2021-04-16 16:00,14.7,0.0,4.1,200.0,61,1004.6,1014.7,0.8,2.05,,,3.0,Sc,20.2
2537,108,Seoul,2021-04-16 17:00,14.6,0.0,3.9,200.0,46,1004.6,1014.8,1.0,1.53,,,4.0,Ci,16.1
2538,108,Seoul,2021-04-16 18:00,13.8,0.0,3.4,200.0,38,1004.7,1014.9,1.0,0.74,,,5.0,Ci,13.0
2539,108,Seoul,2021-04-16 19:00,12.2,0.0,2.1,230.0,40,1005.2,1015.5,0.2,0.27,,,7.0,ScCi,10.6
2540,108,Seoul,2021-04-16 20:00,11.1,0.0,3.0,250.0,42,1006.3,1016.6,0.0,0.01,,,8.0,ScCi,9.0
2541,108,Seoul,2021-04-16 21:00,10.2,0.0,1.6,250.0,45,1007.2,1017.6,,,,,6.0,Ci,8.3
2542,108,Seoul,2021-04-16 22:00,9.4,0.0,0.9,250.0,49,1007.4,1017.8,,,,,7.0,Ci,7.8
2543,108,Seoul,2021-04-16 23:00,8.7,0.0,1.1,50.0,58,1007.4,1017.8,,,,,6.0,Ci,7.3
2544,108,Seoul,2021-04-17 0:00,8.1,0.0,0.6,250.0,62,1007.5,1018.0,,,,,0.0,,6.7
2545,108,Seoul,2021-04-17 1:00,7.8,0.0,0.9,290.0,66,1007.4,1017.9,,,,,0.0,,6.5
2546,108,Seoul,2021-04-17 2:00,7.6,0.0,1.2,290.0,67,1006.8,1017.3,,,,,0.0,,6.3
2547,108,Seoul,2021-04-17 3:00,7.3,0.0,0.9,340.0,68,1006.3,1016.8,,,,,0.0,,6.0
2548,108,Seoul,2021-04-17 4:00,6.7,0.0,1.1,340.0,69,1006.1,1016.6,,,,,0.0,,5.7
2549,108,Seoul,2021-04-17 5:00,6.2,0.0,1.9,360.0,75,1005.2,1015.7,,,,,0.0,,5.6
2550,108,Seoul,2021-04-17 6:00,6.2,0.0,0.8,290.0,72,1005.3,1015.8,0.0,0.0,,,0.0,,5.3
2551,108,Seoul,2021-04-17 7:00,6.7,0.0,0.7,250.0,75,1005.4,1015.9,0.0,0.14,,,4.0,Sc,6.9
2552,108,Seoul,2021-04-17 8:00,8.1,0.0,1.0,230.0,70,1005.5,1015.9,0.0,0.53,,,6.0,St,10.1
2553,108,Seoul,2021-04-17 9:00,10.2,0.0,2.4,200.0,61,1005.4,1015.8,0.1,1.06,,,9.0,Ci,13.1
2554,108,Seoul,2021-04-17 10:00,11.2,0.0,2.6,230.0,57,1005.5,1015.8,0.0,0.84,,,10.0,ScCs,12.8
2555,108,Seoul,2021-04-17 11:00,11.2,0.0,3.2,230.0,46,1005.6,1015.9,0.0,0.53,,,10.0,ScCs,12.3
2556,108,Seoul,2021-04-17 12:00,11.6,0.0,4.5,230.0,43,1004.8,1015.1,0.0,0.81,,,10.0,ScAs,12.6
2557,108,Seoul,2021-04-17 13:00,10.7,0.0,4.0,230.0,52,1004.3,1014.6,0.0,0.82,,,9.0,ScCi,14.0
2558,108,Seoul,2021-04-17 14:00,13.2,0.0,3.4,250.0,49,1003.0,1013.2,0.6,2.3,,,7.0,Sc,18.4
2559,108,Seoul,2021-04-17 15:00,13.9,0.0,4.8,230.0,48,1002.3,1012.5,0.8,2.67,,,4.0,Sc,22.5
2560,108,Seoul,2021-04-17 16:00,13.2,0.0,6.7,270.0,42,1002.3,1012.5,1.0,2.44,,,8.0,CuSc,18.8
2561,108,Seoul,2021-04-17 17:00,10.6,0.0,1.3,20.0,55,1002.3,1012.6,0.1,0.58,,,8.0,CuSc,14.4
2562,108,Seoul,2021-04-17 18:00,10.7,0.0,1.0,360.0,50,1002.1,1012.4,0.3,0.61,,,7.0,ScAc,13.1
2563,108,Seoul,2021-04-17 19:00,10.8,0.0,4.6,270.0,35,1002.4,1012.7,0.6,0.28,,,1.0,Sc,9.7
2564,108,Seoul,2021-04-17 20:00,9.7,0.0,3.6,250.0,48,1003.0,1013.3,0.0,0.01,,,6.0,,8.1
2565,108,Seoul,2021-04-17 21:00,9.0,0.0,3.2,250.0,54,1003.7,1014.1,,,,,0.0,,7.3
2566,108,Seoul,2021-04-17 22:00,8.4,0.0,2.7,250.0,56,1003.9,1014.3,,,,,1.0,,6.9
2567,108,Seoul,2021-04-17 23:00,8.1,0.0,3.4,250.0,53,1003.8,1014.2,,,,,0.0,,6.4
2568,108,Seoul,2021-04-18 0:00,7.6,0.0,2.8,270.0,57,1004.3,1014.8,,,,,0.0,,6.1
2569,108,Seoul,2021-04-18 1:00,7.2,0.0,2.8,250.0,66,1004.4,1014.9,,,,,1.0,,5.8
2570,108,Seoul,2021-04-18 2:00,6.8,0.0,3.2,250.0,71,1004.5,1015.0,,,,,7.0,,5.6
2571,108,Seoul,2021-04-18 3:00,6.5,0.0,2.5,250.0,75,1004.5,1015.0,,,,,0.0,,5.4
2572,108,Seoul,2021-04-18 4:00,6.2,0.0,2.6,250.0,75,1004.6,1015.1,,,,,1.0,Sc,5.2
2573,108,Seoul,2021-04-18 5:00,5.8,0.0,0.5,270.0,75,1005.3,1015.8,,,,,3.0,Sc,5.1
2574,108,Seoul,2021-04-18 6:00,5.7,0.0,2.7,250.0,79,1005.8,1016.4,0.0,0.0,,,1.0,Sc,4.8
2575,108,Seoul,2021-04-18 7:00,5.6,0.0,0.7,230.0,78,1006.7,1017.3,0.4,0.21,,,0.0,,5.5
2576,108,Seoul,2021-04-18 8:00,7.2,0.0,3.7,290.0,71,1007.1,1017.6,1.0,0.9,,,1.0,Sc,9.7
2577,108,Seoul,2021-04-18 9:00,8.5,0.0,4.0,320.0,64,1007.4,1017.8,1.0,1.74,,,2.0,Sc,15.8
2578,108,Seoul,2021-04-18 10:00,10.1,0.0,3.1,290.0,58,1007.5,1017.9,1.0,2.45,,,2.0,Sc,21.2
2579,108,Seoul,2021-04-18 11:00,11.2,0.0,2.8,290.0,54,1007.3,1017.6,1.0,3.14,,,3.0,Sc,24.7
2580,108,Seoul,2021-04-18 12:00,12.8,0.0,3.0,270.0,50,1006.8,1017.1,1.0,3.43,,,3.0,Sc,27.7
2581,108,Seoul,2021-04-18 13:00,13.7,0.0,3.7,250.0,47,1006.0,1016.2,0.9,3.28,,,3.0,Sc,27.6
2582,108,Seoul,2021-04-18 14:00,14.1,0.0,4.8,290.0,43,1005.4,1015.6,1.0,3.47,,,2.0,Sc,27.0
2583,108,Seoul,2021-04-18 15:00,14.6,0.0,4.8,250.0,46,1004.8,1015.0,0.9,2.76,,,1.0,Sc,25.2
2584,108,Seoul,2021-04-18 16:00,15.2,0.0,3.6,230.0,47,1004.4,1014.6,1.0,2.52,,,0.0,,23.3
2585,108,Seoul,2021-04-18 17:00,14.8,0.0,4.4,270.0,46,1004.3,1014.5,1.0,1.79,,,0.0,,17.8
2586,108,Seoul,2021-04-18 18:00,13.6,0.0,4.0,250.0,53,1004.4,1014.6,1.0,0.95,,,0.0,,14.3
2587,108,Seoul,2021-04-18 19:00,11.9,0.0,4.5,200.0,62,1004.9,1015.2,0.7,0.29,,,1.0,,11.9
2588,108,Seoul,2021-04-18 20:00,10.6,0.0,3.5,180.0,69,1005.9,1016.3,0.0,0.01,,,0.0,,10.5
2589,108,Seoul,2021-04-18 21:00,9.9,0.0,2.0,230.0,71,1006.5,1016.9,,,,,0.0,,9.6
2590,108,Seoul,2021-04-18 22:00,9.2,0.0,2.5,200.0,76,1007.0,1017.4,,,,,0.0,,8.9
2591,108,Seoul,2021-04-18 23:00,8.6,0.0,1.6,180.0,75,1007.1,1017.5,,,,,0.0,,8.2
2592,108,Seoul,2021-04-19 0:00,7.9,0.0,0.8,230.0,76,1007.1,1017.6,,,,,0.0,,7.3
2593,108,Seoul,2021-04-19 1:00,7.3,0.0,0.5,160.0,77,1007.3,1017.8,,,,,0.0,,6.6
2594,108,Seoul,2021-04-19 2:00,6.8,0.0,1.6,230.0,78,1007.3,1017.8,,,,,0.0,,6.2
2595,108,Seoul,2021-04-19 3:00,6.7,0.0,1.3,230.0,80,1007.0,1017.5,,,,,0.0,,6.0
2596,108,Seoul,2021-04-19 4:00,6.6,0.0,0.5,250.0,83,1006.8,1017.3,,,,,0.0,,5.7
2597,108,Seoul,2021-04-19 5:00,6.3,0.0,1.0,20.0,86,1006.8,1017.3,,,,,0.0,,5.6
2598,108,Seoul,2021-04-19 6:00,5.8,0.0,1.8,20.0,86,1007.1,1017.7,0.0,0.0,,,0.0,,5.4
2599,108,Seoul,2021-04-19 7:00,6.1,0.0,1.8,20.0,87,1007.4,1018.0,0.5,0.22,,,0.0,,6.5
2600,108,Seoul,2021-04-19 8:00,8.2,0.0,1.0,90.0,81,1007.6,1018.1,1.0,0.81,,,0.0,,10.9
2601,108,Seoul,2021-04-19 9:00,10.6,0.0,1.8,180.0,67,1007.4,1017.8,1.0,1.62,,,0.0,,16.4
2602,108,Seoul,2021-04-19 10:00,13.2,0.0,2.3,200.0,61,1007.6,1017.9,1.0,2.31,,,0.0,,21.3
2603,108,Seoul,2021-04-19 11:00,14.9,0.0,3.2,200.0,55,1007.3,1017.5,1.0,2.91,,,0.0,,25.5
2604,108,Seoul,2021-04-19 12:00,16.3,0.0,4.2,180.0,49,1006.6,1016.7,1.0,3.29,,,0.0,,28.2
2605,108,Seoul,2021-04-19 13:00,17.6,0.0,4.0,200.0,46,1006.1,1016.1,1.0,3.41,,,0.0,,29.7
2606,108,Seoul,2021-04-19 14:00,18.6,0.0,2.9,200.0,45,1005.7,1015.7,1.0,3.32,,,0.0,,30.1
2607,108,Seoul,2021-04-19 15:00,19.0,0.0,4.6,200.0,45,1005.4,1015.4,1.0,2.97,,,0.0,,28.7
2608,108,Seoul,2021-04-19 16:00,18.4,0.0,4.3,180.0,48,1005.1,1015.1,1.0,2.41,,,0.0,,25.7
2609,108,Seoul,2021-04-19 17:00,17.4,0.0,4.1,200.0,50,1005.2,1015.2,1.0,1.71,,,0.0,,20.2
2610,108,Seoul,2021-04-19 18:00,16.4,0.0,3.7,200.0,52,1005.4,1015.5,1.0,0.91,,,0.0,,16.6
2611,108,Seoul,2021-04-19 19:00,14.6,0.0,2.9,180.0,59,1005.8,1016.0,0.6,0.28,,,0.0,,14.1
2612,108,Seoul,2021-04-19 20:00,13.2,0.0,3.7,180.0,66,1006.8,1017.0,0.0,0.01,,,0.0,,12.3
2613,108,Seoul,2021-04-19 21:00,12.2,0.0,3.3,200.0,69,1007.9,1018.2,,,,,0.0,,11.3
2614,108,Seoul,2021-04-19 22:00,11.6,0.0,2.5,230.0,71,1008.2,1018.5,,,,,0.0,,10.6
2615,108,Seoul,2021-04-19 23:00,11.0,0.0,2.0,250.0,73,1008.4,1018.8,,,,,0.0,,10.0
2616,108,Seoul,2021-04-20 0:00,10.5,0.0,1.6,270.0,74,1008.6,1019.0,,,,,0.0,,9.5
2617,108,Seoul,2021-04-20 1:00,10.2,0.0,1.1,270.0,76,1008.9,1019.3,,,,,0.0,,9.0
2618,108,Seoul,2021-04-20 2:00,9.8,0.0,0.5,290.0,79,1009.0,1019.4,,,,,0.0,,8.5
2619,108,Seoul,2021-04-20 3:00,9.5,0.0,0.6,290.0,81,1009.1,1019.5,,,,,0.0,,7.9
2620,108,Seoul,2021-04-20 4:00,8.9,0.0,0.2,0.0,84,1009.3,1019.7,,,,,0.0,,7.6
2621,108,Seoul,2021-04-20 5:00,8.6,0.0,0.2,0.0,86,1009.9,1020.4,,,,,0.0,,7.3
2622,108,Seoul,2021-04-20 6:00,8.3,0.0,1.6,20.0,88,1010.4,1020.9,0.0,0.0,,,0.0,,7.2
2623,108,Seoul,2021-04-20 7:00,8.4,0.0,1.9,50.0,89,1010.9,1021.4,0.4,0.22,,,0.0,,8.4
2624,108,Seoul,2021-04-20 8:00,10.5,0.0,1.9,50.0,82,1011.1,1021.5,1.0,0.77,,,0.0,,12.9
2625,108,Seoul,2021-04-20 9:00,13.3,0.0,1.7,90.0,69,1011.5,1021.8,1.0,1.59,,,0.0,,18.5
2626,108,Seoul,2021-04-20 10:00,15.6,0.0,1.6,110.0,60,1011.6,1021.8,1.0,2.24,,,0.0,,23.6
2627,108,Seoul,2021-04-20 11:00,17.7,0.0,1.5,180.0,48,1011.3,1021.4,1.0,2.84,,,0.0,,27.3
2628,108,Seoul,2021-04-20 12:00,19.4,0.0,2.7,180.0,43,1010.9,1020.9,1.0,3.22,,,0.0,,30.4
2629,108,Seoul,2021-04-20 13:00,20.6,0.0,2.8,250.0,38,1010.6,1020.6,1.0,3.32,,,1.0,Ci,31.7
2630,108,Seoul,2021-04-20 14:00,21.5,0.0,2.5,250.0,39,1010.0,1020.0,1.0,3.14,,,3.0,Ci,31.6
2631,108,Seoul,2021-04-20 15:00,21.6,0.0,3.5,270.0,35,1009.6,1019.5,1.0,2.81,,,2.0,Ci,30.2
2632,108,Seoul,2021-04-20 16:00,21.8,0.0,3.3,270.0,36,1009.1,1019.0,1.0,2.26,,,2.0,Ci,27.0
2633,108,Seoul,2021-04-20 17:00,20.3,0.0,4.0,270.0,34,1009.6,1019.6,1.0,1.44,,,6.0,Ci,21.4
2634,108,Seoul,2021-04-20 18:00,18.3,0.0,3.5,270.0,33,1009.9,1019.9,0.6,0.75,,,7.0,Ci,17.9
2635,108,Seoul,2021-04-20 19:00,16.4,0.0,2.7,270.0,30,1010.2,1020.4,0.0,0.19,,,6.0,,15.1
2636,108,Seoul,2021-04-20 20:00,15.5,0.0,1.1,250.0,37,1010.9,1021.1,0.0,0.01,,,7.0,,13.6
2637,108,Seoul,2021-04-20 21:00,14.7,0.0,2.4,270.0,42,1011.6,1021.8,,,,,7.0,Ci,12.5
2638,108,Seoul,2021-04-20 22:00,14.0,0.0,0.2,0.0,45,1011.4,1021.6,,,,,7.0,,11.9
2639,108,Seoul,2021-04-20 23:00,13.3,0.0,0.8,250.0,46,1011.5,1021.8,,,,,5.0,,11.3
2640,108,Seoul,2021-04-21 0:00,12.9,0.0,1.0,270.0,50,1012.0,1022.3,,,,,7.0,,10.8
2641,108,Seoul,2021-04-21 1:00,12.4,0.0,0.7,290.0,56,1011.8,1022.1,,,,,6.0,,10.4
2642,108,Seoul,2021-04-21 2:00,11.9,0.0,0.0,0.0,59,1011.6,1022.0,,,,,7.0,,9.9
2643,108,Seoul,2021-04-21 3:00,11.7,0.0,1.8,20.0,58,1012.0,1022.4,,,,,6.0,Ci,9.7
2644,108,Seoul,2021-04-21 4:00,11.1,0.0,1.8,270.0,60,1012.2,1022.6,,,,,4.0,Ci,9.3
2645,108,Seoul,2021-04-21 5:00,10.9,0.0,0.7,50.0,62,1012.2,1022.6,,,,,2.0,Ci,8.7
2646,108,Seoul,2021-04-21 6:00,10.4,0.0,1.8,20.0,65,1012.3,1022.7,0.0,0.0,,,1.0,Ci,8.5
2647,108,Seoul,2021-04-21 7:00,10.4,0.0,1.1,20.0,65,1012.4,1022.8,0.5,0.24,,,1.0,Ci,9.6
2648,108,Seoul,2021-04-21 8:00,12.7,0.0,2.2,20.0,60,1012.9,1023.2,1.0,0.85,,,1.0,Ci,14.2
2649,108,Seoul,2021-04-21 9:00,15.6,0.0,0.6,50.0,52,1013.1,1023.3,1.0,1.62,,,0.0,,20.0
2650,108,Seoul,2021-04-21 10:00,18.8,0.0,1.8,70.0,42,1013.0,1023.0,1.0,2.29,,,0.0,,25.2
2651,108,Seoul,2021-04-21 11:00,21.1,0.0,2.0,140.0,36,1012.8,1022.8,1.0,2.89,,,0.0,,29.7
2652,108,Seoul,2021-04-21 12:00,23.1,0.0,1.7,140.0,33,1012.0,1021.9,1.0,3.26,,,0.0,,32.9
2653,108,Seoul,2021-04-21 13:00,24.7,0.0,2.2,70.0,32,1011.1,1020.9,1.0,3.35,,,3.0,Ci,34.8
2654,108,Seoul,2021-04-21 14:00,26.4,0.0,2.1,180.0,26,1010.1,1019.9,1.0,3.31,,,4.0,Ci,35.6
2655,108,Seoul,2021-04-21 15:00,27.6,0.0,1.3,90.0,25,1009.2,1018.9,1.0,2.84,,,4.0,Ci,32.5
2656,108,Seoul,2021-04-21 16:00,28.1,0.0,1.8,250.0,25,1008.5,1018.2,0.9,1.95,,,7.0,Ci,31.0
2657,108,Seoul,2021-04-21 17:00,27.8,0.0,1.5,230.0,23,1008.2,1017.9,1.0,1.62,,,3.0,Ci,25.5
2658,108,Seoul,2021-04-21 18:00,26.1,0.0,2.7,270.0,30,1008.2,1018.0,0.7,0.76,,,4.0,Ci,21.5
2659,108,Seoul,2021-04-21 19:00,24.1,0.0,2.5,270.0,37,1008.5,1018.3,0.0,0.14,,,7.0,,19.3
2660,108,Seoul,2021-04-21 20:00,22.7,0.0,2.1,230.0,40,1009.4,1019.3,0.0,0.0,,,9.0,,17.9
2661,108,Seoul,2021-04-21 21:00,21.1,0.0,4.1,250.0,39,1010.6,1020.6,,,,,8.0,Ci,16.8
2662,108,Seoul,2021-04-21 22:00,19.8,0.0,3.6,270.0,42,1011.0,1021.1,,,,,8.0,,15.8
2663,108,Seoul,2021-04-21 23:00,18.7,0.0,2.6,270.0,44,1011.0,1021.0,,,,,8.0,,15.0
2664,108,Seoul,2021-04-22 0:00,17.3,0.0,2.7,270.0,43,1011.3,1021.4,,,,,8.0,,14.3
2665,108,Seoul,2021-04-22 1:00,16.8,0.0,1.5,250.0,43,1011.6,1021.7,,,,,9.0,,14.0
2666,108,Seoul,2021-04-22 2:00,16.5,0.0,2.4,250.0,42,1011.7,1021.9,,,,,10.0,,13.8
2667,108,Seoul,2021-04-22 3:00,16.1,0.0,2.9,20.0,44,1010.7,1020.9,,,,,10.0,As,13.8
2668,108,Seoul,2021-04-22 4:00,16.7,0.0,4.1,50.0,45,1009.7,1019.8,,,,,9.0,Ac,13.7
2669,108,Seoul,2021-04-22 5:00,16.9,0.0,2.7,200.0,49,1010.2,1020.3,,,,,8.0,Ac,13.4
2670,108,Seoul,2021-04-22 6:00,16.4,0.0,1.5,180.0,48,1009.9,1020.1,0.0,0.0,,,8.0,Ac,13.5
2671,108,Seoul,2021-04-22 7:00,16.3,0.0,2.2,50.0,52,1010.1,1020.3,0.0,0.1,,,9.0,Ac,14.2
2672,108,Seoul,2021-04-22 8:00,17.3,0.0,1.9,50.0,53,1010.3,1020.4,0.0,0.42,,,9.0,Ac,16.6
2673,108,Seoul,2021-04-22 9:00,19.0,0.0,3.2,50.0,46,1009.7,1019.7,0.0,0.71,,,9.0,Ac,18.9
2674,108,Seoul,2021-04-22 10:00,20.6,0.0,3.4,50.0,43,1009.3,1019.3,0.0,1.26,,,9.0,AcCi,20.9
2675,108,Seoul,2021-04-22 11:00,22.7,0.0,1.7,140.0,38,1009.2,1019.1,0.5,1.92,,,8.0,AcCi,27.8
2676,108,Seoul,2021-04-22 12:00,24.7,0.0,2.0,140.0,34,1008.6,1018.4,0.6,2.51,,,8.0,AcCi,30.1
2677,108,Seoul,2021-04-22 13:00,26.2,0.0,1.6,90.0,30,1007.9,1017.7,0.5,2.58,,,8.0,AcCi,31.7
